command,location_function
Can you close the all lights of all home,1
Can you open the all light of all home,0
Can you cutt the all light of all home,1
Can you close the all light of all home,1
Can you open all light of all home,0
Can you cutt all light of all home,1
Can you close all light of all home,1
Can you open the lights all of them,0
Can you cutt the lights all of them,1
Can you close the lights all of them,1
Can you open lights all of them,0
Can you open light all of them,0
Can you open the light all of them,0
Can you cutt the light all of them,1
Can you close the light all of them,1
Can you open all lights all of them,0
Can you cutt all lights all of them,1
Can you close all lights all of them,1
Can you open the all lights all of them,0
Can you cutt the all lights all of them,1
Can you close the all lights all of them,1
Can you open the all light all of them,0
Can you cutt the all light all of them,1
Can you close the all light all of them,1
Can you open all light all of them,0
Can you cutt all light all of them,1
Can you close all light all of them,1
Can you open the lights at house,0
Can you cutt the lights at house,1
Can you close the lights at house,1
Can you open lights  at house,0
Can you open light  at house,0
Can you open the light at house,0
Can you cutt the light at house,1
Can you close the light at house,1
Can you open all lights at house,0
Can you cutt all lights at house,1
Can you close all lights at house,1
Can you open the all lights at house,0
Can you cutt the all lights at house,1
Can you close the all lights at house,1
Can you open the all light at house,0
Can you cutt the all light at house,1
Can you close the all light at house,1
Can you open all light at house,0
Can you cutt all light at house,1
Can you close all light at house,1
Can you open the lights in house,0
Can you cutt the lights in house,1
Can you close the lights in house,1
Can you open lights in house,0
Can you open light in house,0
Can you open the light in house,0
Can you cutt the light in house,1
Can you close the light in house,1
Can you open all lights in house,0
Can you cutt all lights in house,1
Can you close all lights in house,1
Can you open the all lights in house,0
Can you cutt the all lights in house,1
Can you close the all lights in house,1
Can you open the all light in house,0
Can you cutt the all light in house,1
Can you close the all light in house,1
Can you open all light in house,0
Can you cutt all light in house,1
Can you close all light in house,1
Can you open the lights at the house,0
Can you cutt the lights at the house,1
Can you close the lights at the house,1
Can you open lights at the house,0
Can you open light at the house,0
Can you open the light at the house,0
Can you cutt the light at the house,1
Can you close the light at the house,1
Can you open all lights at the house,0
Can you cutt all lights at the house,1
Can you close all lights at the house,1
Can you open the all lights at the house,0
Can you cutt the all lights at the house,1
Can you close the all lights at the house,1
Can you open the all light at the house,0
Can you cutt the all light at the house,1
Can you close the all light at the house,1
Can you open all light at the house,0
Can you cutt all light at the house,1
Can you close all light at the house,1
Can you open the lights in the house,0
Can you cutt the lights in the house,1
Can you close the lights in the house,1
Can you open lights in the house,0
Can you open light in the house,0
Can you open the light in the house,0
Can you cutt the light in the house,1
Can you close the light in the house,1
Can you open all lights in the house,0
Can you cutt all lights in the house,1
Can you close all lights in the house,1
Can you open the all lights in the house,0
Can you cutt the all lights in the house,1
Can you close the all lights in the house,1
Can you open the all light in the house,0
Can you cutt the all light in the house,1
Can you close the all light in the house,1
Can you open all light in the house,0
Can you cutt all light in the house,1
Can you close all light in the house,1
Can you open the lights of house,0
Can you cutt the lights of house,1
Can you close the lights of house,1
Can you open lights of house,0
Can you open light of house,0
Can you open the light of house,0
Can you cutt the light of house,1
Can you close the light of house,1
Can you open all lights of house,0
Can you cutt all lights of house,1
Can you close all lights of house,1
Can you open the all lights of house,0
Can you cutt the all lights of house,1
Can you close the all lights of house,1
Can you open the all light of house,0
Can you cutt the all light of house,1
Can you close the all light of house,1
Can you open all light of house,0
Can you cutt all light of house,1
Can you close all light of house,1
Can you open the lights the house,0
Can you cutt the lights the house,1
Can you close the lights the house,1
Can you open lights the house,0
Can you open light the house,0
Can you open the light the house,0
Can you cutt the light the house,1
Can you close the light the house,1
Can you open all lights the house,0
Can you cutt all lights the house,1
Can you close all lights the house,1
Can you open the all lights the house,0
Can you cutt the all lights the house,1
Can you close the all lights the house,1
Can you open the all light the house,0
Can you cutt the all light the house,1
Can you close the all light the house,1
Can you open all light the house,0
Can you cutt all light the house,1
Can you close all light the house,1
Can you open the lights house,0
Can you cutt the lights house,1
Can you close the lights house,1
Can you open lights house,0
Can you open light house,0
Can you open the light house,0
Can you cutt the light house,1
Can you close the light house,1
Can you open all lights house,0
Can you cutt all lights house,1
Can you close all lights house,1
Can you open the all lights house,0
Can you cutt the all lights house,1
Can you close the all lights house,1
Can you open the all light house,0
Can you cutt the all light house,1
Can you close the all light house,1
Can you open all light house,0
Can you cutt all light house,1
Can you close all light house,1
Can you open the lights all house,0
Can you cutt the lights all house,1
Can you close the lights all house,1
Can you open lights all house,0
Can you open light all house,0
Can you open the light all house,0
Can you cutt the light all house,1
Can you close the light all house,1
Can you open all lights all house,0
Can you cutt all lights all house,1
Can you close all lights all house,1
Can you open the all lights all house,0
Can you cutt the all lights all house,1
Can you close the all lights all house,1
Can you open the all light all house,0
Can you cutt the all light all house,1
Can you close the all light all house,1
Can you open all light all house,0
Can you cutt all light all house,1
Can you close all light all house,1
Can you open the lights of all house,0
Can you cutt the lights of all house,1
Can you close the lights of all house,1
Can you open lights of all house,0
Can you open light of all house,0
Can you open the light of all house,0
Can you cutt the light of all house,1
Can you close the light of all house,1
Can you open all lights of all house,0
Can you cutt all lights of all house,1
Can you close all lights of all house,1
Can you open the all lights of all house,0
Can you cutt the all lights of all house,1
Can you close the all lights of all house,1
Can you open the all light of all house,0
Can you cutt the all light of all house,1
Can you close the all light of all house,1
Can you open all light of all house,0
