command;location;function
close the all  of all house;home;close
open all  of all house;home;open
cutt all  of all house;home;close
close all  of all house;home;close
Can you open the lights;home;open
Can you cutt the lights;home;close
Can you close the lights;home;close
Can you open lights;home;open
Can you open light;home;open
Can you open the light;home;open 
Can you cutt the light;home;close
Can you close the light;home;close
Can you open all lights;home;open
Can you cutt all lights;home;close
Can you close all lights;home;close
Can you open the all lights;home;open
Can you cutt the all lights;home;close
Can you close the all lights;home;close
Can you open the all light;home;open
Can you cutt the all light;home;close
Can you close the all light;home;close
Can you open all light;home;open
Can you cutt all light;home;close
Can you close all light;home;close
Can you open the lights at home;home;open
Can you cutt the lights at home;home;close
Can you close the lights at home;home;close
Can you open lights  at home;home;open
Can you open light  at home;home;open
Can you open the light at home;home;open 
Can you cutt the light at home;home;close
Can you close the light at home;home;close
Can you open all lights at home;home;open
Can you cutt all lights at home;home;close
Can you close all lights at home;home;close
Can you open the all lights at home;home;open
Can you cutt the all lights at home;home;close
Can you close the all lights at home;home;close
Can you open the all light at home;home;open
Can you cutt the all light at home;home;close
Can you close the all light at home;home;close
Can you open all light at home;home;open
Can you cutt all light at home;home;close
Can you close all light at home;home;close
Can you open the lights in home;home;open
Can you cutt the lights in home;home;close
Can you close the lights in home;home;close
Can you open lights in home;home;open
Can you open light in home;home;open
Can you open the light in home;home;open 
Can you cutt the light in home;home;close
Can you close the light in home;home;close
Can you open all lights in home;home;open
Can you cutt all lights in home;home;close
Can you close all lights in home;home;close
Can you open the all lights in home;home;open
Can you cutt the all lights in home;home;close
Can you close the all lights in home;home;close
Can you open the all light in home;home;open
Can you cutt the all light in home;home;close
Can you close the all light in home;home;close
Can you open all light in home;home;open
Can you cutt all light in home;home;close
Can you close all light in home;home;close
Can you open the lights at the home;home;open
Can you cutt the lights at the home;home;close
Can you close the lights at the home;home;close
Can you open lights at the home;home;open
Can you open light at the home;home;open
Can you open the light at the home;home;open 
Can you cutt the light at the home;home;close
Can you close the light at the home;home;close
Can you open all lights at the home;home;open
Can you cutt all lights at the home;home;close
Can you close all lights at the home;home;close
Can you open the all lights at the home;home;open
Can you cutt the all lights at the home;home;close
Can you close the all lights at the home;home;close
Can you open the all light at the home;home;open
Can you cutt the all light at the home;home;close
Can you close the all light at the home;home;close
Can you open all light at the home;home;open
Can you cutt all light at the home;home;close
Can you close all light at the home;home;close
Can you open the lights in the home;home;open
Can you cutt the lights in the home;home;close
Can you close the lights in the home;home;close
Can you open lights in the home;home;open
Can you open light in the home;home;open
Can you open the light in the home;home;open 
Can you cutt the light in the home;home;close
Can you close the light in the home;home;close
Can you open all lights in the home;home;open
Can you cutt all lights in the home;home;close
Can you close all lights in the home;home;close
Can you open the all lights in the home;home;open
Can you cutt the all lights in the home;home;close
Can you close the all lights in the home;home;close
Can you open the all light in the home;home;open
